Pathway	test.results.p.value	test.results.p.adj	test.results.vote.rank	test.results.avg.rank	test.results.med.rank	test.results.min.pvalue	test.results.min.rank	test.results.avg.logfc	test.results.avg.logfc.dir	test.results.direction	test.results.significance	Big_pathway
GO_CELL_CORTEX_PART	0.04597127925780996	0.09892960042215064	2995	4776.5	3437	0.0023503088083077174	1438	0.8508406830939119	-0.26673676609028324	-0.6	3.4417950650507296	gmtcustom
GO_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	0.045959570756655674	0.09892960042215064	1755	5290.25	6525.5	0.0023496966194808573	642	0.7397899251210108	-0.004848396226940732	-0.2	3.540754026418122	gmtcustom
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_DN	0.045970861776082034	0.09892960042215064	8390	6283.25	7403	0.0023502869798018595	443	0.6464305883544262	0.1922995872461641	0.2	2.357186906082985	gmtcustom
GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_DN	0.04601925130506968	0.09901511006591063	7850	4464.7	3771	0.0023528171416648726	1406	0.700434115097302	0.021090788078857326	-0.2	3.5204280992656836	gmtcustom
RAMALHO_STEMNESS_UP	0.04605821557275903	0.09908121141734723	2700	7174.75	7724.5	0.00235485456989005	1530	0.6409825024176452	0.38497795583664335	0.6	3.205945199568011	gmtcustom
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_DN	0.04608822760766776	0.09910915322460503	1380	5086.9	3917	0.00235642394282628	657	0.9661903319589967	0.2919234314583042	0.2	6.619448100790062	gmtcustom
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	0.0460959384143388	0.09910915322460503	1180	5743.05	7610	0.0023568271596908236	1014	0.8188868747727095	0.3331621175895196	0.2	4.732851829327412	gmtcustom
GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_DN	0.04609371177296834	0.09910915322460503	4945	5013.1	4121	0.002356710722871439	656	0.7667433860701514	-0.050861936872592176	-0.2	4.924791691250015	gmtcustom
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	0.046115746367191235	0.09911628590738526	3230	7101.45	6081	0.0023578629799920346	658	0.4839571758806447	0.05780396586591354	0.2	3.824856275903576	gmtcustom
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.046115746367191235	0.09911628590738526	3235	7102.45	6082	0.0023578629799920346	659	0.4839571758806447	0.05780396586591354	0.2	3.824856275903576	gmtcustom
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	0.0461436010013097	0.09915842467585696	3435	5412.05	5616	0.002359319621196613	1615	0.6232092304049982	0.12023323281830882	0.2	3.0290975057241463	gmtcustom
AP4_Q6	0.046160552762430314	0.0991771232809964	4140	5704	7111.5	0.002360206123047415	1290	0.6985115772163214	-0.6520570871170561	-1	4.080698716751804	gmtcustom
MORF_CDH4	0.046179118835814874	0.09919928297450512	7120	6903.8	6912.5	0.0023611770634363307	976	0.4323338936353158	0.4421736039041093	1	1.0209217241065383	gmtcustom
chr3p25	0.04620458873348326	0.099231868357566	2295	6175.3	5227.5	0.002362509078782886	1482	0.6483940046676651	0.12858802259586538	0.2	3.1325154377550986	gmtcustom
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP	0.046210797692842066	0.099231868357566	8100	8202.7	7213.5	0.0023628337977800824	2455	0.6047041161252823	0.2290931448771221	0.2	1.0866546278036242	gmtcustom
HALLMARK_COMPLEMENT	0.04623474055703333	0.09926555031900298	11215	5895.25	6964.5	0.002364085991448584	748	0.6943527565636008	-0.4350155318101446	-0.6	4.665577592341673	gmtcustom
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	0.046273331677235637	0.09931292985039272	10460	3563.25	3314.5	0.002366104340673306	256	0.8036991565714005	0.08239405462122298	0.2	5.0310788131289055	gmtcustom
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_UP	0.04626693930409035	0.09931292985039272	10255	6466.9	6059.5	0.002365770008624506	2316	0.5748016960956644	0.1690492835314623	0.2	1.473281741043239	gmtcustom
GO_PERIKARYON	0.04633880088590447	0.09943568822732196	11930	7243.75	8500.5	0.0023695286148200808	1054	0.6289361130447547	-0.7561227665149708	-1	1.3380641294806508	gmtcustom
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.04641438818354229	0.09958011071825126	4925	5656.6	6002	0.0023734823790394362	946	0.7070105474044495	0.24180802955316755	0.6	4.6790179196724715	gmtcustom
E47_01	0.046429083786256584	0.09959386441730736	3570	5268.2	5732.5	0.0023742511002794887	997	0.7280419331804711	-0.40848531886279194	-0.6	4.020894249954331	gmtcustom
GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_DN	0.04649130059440676	0.09970547346539993	8475	4022.85	3734.5	0.0023775057619145517	81	0.7279247345649709	0.7443180230024004	1	2.7844140185447346	gmtcustom
WWTAAGGC_UNKNOWN	0.046497702707514514	0.09970547346539993	11260	5091.5	3585.5	0.0023778406782305004	695	0.605324849433791	-0.6553456522242761	-1	2.8099861606742738	gmtcustom
GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN	0.04654038363122536	0.09976140364318117	3665	5936.5	3965.5	0.0023800735171417807	464	0.7797599248661428	-0.8120861534381256	-1	2.020578414685048	gmtcustom
HONMA_DOCETAXEL_RESISTANCE	0.04653824678386284	0.09976140364318117	10395	6752.45	7466	0.0023799617263956015	1700	0.7032986581347995	0.6286984189948839	1	1.40381603231517	gmtcustom
MODULE_239	0.04661690783734115	0.09990762152124762	3170	6565.95	6874.5	0.00238407709433215	895	0.6379778714759227	-0.29431052719583384	-0.6	3.475554644258653	gmtcustom
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	0.04666251351217518	0.09998753563812082	7735	6218.15	5362	0.0023864632275441573	663	0.7405842671554763	-0.3823646241612545	-0.6	3.670505995729035	gmtcustom
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN	0.0466839065328494	0.10001554810753568	9690	4738.35	4905	0.002387582568533484	289	0.7818187039345255	-0.5303341934329064	-0.6	6.118438580825709	gmtcustom
MODULE_363	0.04670065099589806	0.10003359330393631	6250	3672	3655.5	0.002388458701001191	441	0.7475303246973789	-0.4100546084719588	-0.6	3.6378403637412733	gmtcustom
GO_TRNA_PROCESSING	0.04676562202006241	0.10015491578535013	1390	7022.95	6332	0.002391858364601379	525	0.48821224219185516	0.4803605038049902	1	2.81846368001704	gmtcustom
GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP	0.04680941438427137	0.10023084615484969	825	5958.85	6023	0.0023941499611625353	435	0.6583485008461707	-0.17319971983438753	-0.2	3.1330148506669686	gmtcustom
OCT_C	0.04685437808720945	0.10030925716586728	5330	5333.8	5555.5	0.0023965029564013535	311	0.942332337245186	0.3022862205847437	0.2	4.492573186890722	gmtcustom
GO_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	0.04696655446135624	0.1005136106782915	585	6730.95	5839.5	0.0024023737172282817	582	0.6502451919422061	0.18414136005697446	0.2	3.036150026476942	gmtcustom
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	0.04695853414487544	0.1005136106782915	7445	6755.1	7083	0.0024019539514405466	2347	0.7766383584252883	0.5303573510180069	0.6	1.2804162327953044	gmtcustom
GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	0.04700833860520163	0.10058512608991256	6140	5341.05	5152	0.0024045606620319796	351	0.8872478786686806	-0.9395701086514003	-1	5.983309559292773	gmtcustom
GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	0.04703646537561407	0.10061980411446868	7425	5134.9	4613.5	0.002406032843395086	743	0.6994521973971037	0.4082817528502516	0.6	3.220688867233069	gmtcustom
GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN	0.047041286009759084	0.10061980411446868	7760	6350.25	7376	0.0024062851640202485	515	0.9105290656900648	-0.6538565915383157	-0.6	4.722009463308453	gmtcustom
ATAGGAA_MIR202	0.04711404539509013	0.10075750572751795	8935	6689.3	7270	0.0024100936678390834	1318	0.5574848168667569	-0.06286589112868501	-0.2	2.0689364692211227	gmtcustom
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_DN	0.04714639912485139	0.10080876269652056	5790	4161.3	3252.5	0.00241178727422696	692	0.8539421531221477	-0.8442541898754841	-1	4.920543086887788	gmtcustom
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP	0.04720034909919484	0.10090617046441779	11300	6088.3	5653	0.0024146114911857827	453	0.8554847258924656	0.3828347935874316	0.2	5.418103872599783	gmtcustom
GSE22886_DC_VS_MONOCYTE_DN	0.04722879059109326	0.10094902057175179	11885	7841.7	8925	0.0024161004305983482	2472	0.7059224182972563	-0.7333435706603805	-1	1.7911920784625002	gmtcustom
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	0.047255714563438155	0.10098861240303823	11190	6237.1	5647.5	0.0024175099653107658	753	0.712183838787709	-0.15399001375699717	-0.6	2.9610461892388162	gmtcustom
LUI_THYROID_CANCER_CLUSTER_1	0.04727710530944845	0.10101636738799856	5880	6713.7	8130	0.0024186298492906416	1167	0.524056824585633	-0.413376776916128	-0.6	2.334837455403411	gmtcustom
GO_BIOLOGICAL_ADHESION	0.04737519714635313	0.10117201010771203	9995	5463.8	4706	0.002423765622534738	123	0.739747174913063	-0.12627005562715887	-0.2	4.325973694095796	gmtcustom
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP	0.04737195878214772	0.10117201010771203	4305	5259.8	5258	0.002423596064176423	984	0.9844860306254187	-1.1413094235053314	-1	7.8489410922862	gmtcustom
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	0.047368104073631484	0.10117201010771203	3235	5158.7	4213.5	0.002423394235198975	833	0.5265766617556158	0.5223634229685664	1	3.3244001511253054	gmtcustom
GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_UP	0.04741778012647251	0.10121127481445108	700	5376.4	6173	0.002425995286869558	332	0.7938984320680744	-0.3537488775351717	-0.6	4.771955837590979	gmtcustom
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	0.04740571452910517	0.10121127481445108	5070	4466.15	3679.5	0.0024253635170538614	183	0.6922302533977261	-0.7023153761848978	-1	3.1622948478026913	gmtcustom
GO_REGULATION_OF_RNA_SPLICING	0.04741884200607175	0.10121127481445108	4300	5434	4714	0.0024260508885815737	460	0.4713660619941183	-0.4798495865653563	-1	2.311983010905536	gmtcustom
MORF_DEK	0.04745286058179786	0.10126590396836359	3710	4747.05	3148.5	0.0024278321867062897	64	0.6332057483461779	-0.6592509074356714	-1	2.2622985152850474	gmtcustom
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	0.047589404451450074	0.10153926711233249	3000	6727.45	6547.5	0.0024349825750646327	1342	0.8109953284314423	0.06383671712952255	-0.2	3.936526346943012	gmtcustom
GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DAY10_UP	0.0476035654468992	0.10155145700748451	9970	7476.25	7964.5	0.0024357241991870716	571	0.7419627642966099	-0.6421041526218438	-1	2.356610131103598	gmtcustom
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN	0.047619778783006765	0.10156802000541595	10010	4892.35	4894.5	0.0024365733191067385	465	0.784931582748691	-0.4037513060711041	-0.6	2.8997875387457133	gmtcustom
ENGELMANN_CANCER_PROGENITORS_UP	0.047646803461124654	0.10157422770968914	8350	5085.65	5282.5	0.002437988677872114	301	0.9400753211873937	-0.7147570631008319	-0.6	5.5839644721922035	gmtcustom
GO_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.047648038437312794	0.10157422770968914	1585	4486.25	2787.5	0.0024380533579768	112	0.635037241381665	-0.13069788632491974	-0.2	2.479340582979937	gmtcustom
TAGAACC_MIR182	0.04764238834729345	0.10157422770968914	5520	4229.9	3304	0.0024377574432760145	1411	0.6240146248005265	-0.29369881757421823	-0.6	2.7343099500882735	gmtcustom
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	0.04767561304780231	0.10160424423295154	4125	4614.35	4050	0.0024394975593619614	552	0.7231890872467216	-0.41987593300812226	-0.6	3.061376388371181	gmtcustom
CEBPDELTA_Q6	0.04767902351868228	0.10160424423295154	10610	6676.05	8306	0.0024396761832047686	1536	0.7390267006895673	-0.7315046233940333	-1	2.7635121901216926	gmtcustom
GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	0.04777080328674642	0.10178178417404797	2655	4525.05	3896	0.002444483388386709	727	0.5934524562478369	0.6569624921252767	1	2.740703777426462	gmtcustom
GO_LOCOMOTION	0.04785635362459075	0.10192065641719596	9840	4813.9	4640	0.002448964707270372	674	0.7813233820201326	0.3383610488803431	0.2	4.250019245714016	gmtcustom
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.047861417974800036	0.10192065641719596	10385	4190.15	3632	0.00244923000130333	615	0.7341781216926737	-0.6737179786922068	-1	5.852601060936011	gmtcustom
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP	0.04785697368946492	0.10192065641719596	7830	4452.15	4312	0.0024489971890576992	455	0.8360105333297861	-0.23311309921837264	-0.2	4.8705452297210705	gmtcustom
GO_ACTOMYOSIN	0.047885948738896865	0.10193677878347426	665	5631.95	4589.5	0.002450515054894716	661	0.7930805469778246	0.09371192486729477	-0.2	5.060641309527211	gmtcustom
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_DN	0.047879418046420485	0.10193677878347426	5885	7314.5	8335.5	0.0024501729389642688	2024	0.5657507747644703	-0.5630391732274876	-1	1.1180052474722655	gmtcustom
GO_LYMPHOCYTE_COSTIMULATION	0.047900790087345387	0.1019503182790331	11750	6051.7	6949	0.0024512925399607774	996	0.9794373175522254	0.08683620813918147	-0.2	6.001473856562545	gmtcustom
GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	0.047954300789298326	0.10204614087239426	940	6923.2	5569	0.002454095869493242	758	0.49701996814135685	2.458839935911866e-4	0.2	2.1994531393898016	gmtcustom
GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN	0.04799223543269136	0.10210878975865184	11170	6596.65	6120.5	0.002456083287975456	759	0.6326328302843391	-0.1601357109479366	-0.2	2.2040977240414996	gmtcustom
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.04801712003668883	0.10214365598319526	5195	6541.6	6947	0.002457387048011692	481	0.49226155823565004	-0.31611773498233536	-0.6	1.0068167519873883	gmtcustom
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.048073784571133434	0.1022461012614287	3535	6754.6	7564.5	0.002460355950455055	315	0.5329445924151949	-0.3017308422053848	-0.6	1.4159446938950255	gmtcustom
WILLIAMS_ESR2_TARGETS_UP	0.04809800593738591	0.1022782344310303	5125	6909.45	6220	0.0024616250648415777	1416	0.4894173324250843	-0.2880649279038824	-0.6	2.3738841583661268	gmtcustom
BENPORATH_NOS_TARGETS	0.04810590944788664	0.1022782344310303	5630	5645.8	4889	0.0024620391876275455	919	0.6819437428071555	-0.21459667266925858	-0.2	2.04950775754735	gmtcustom
GO_DENDRITE_DEVELOPMENT	0.04811904875626087	0.10228807870893226	3615	6627.55	7850	0.002462727659430754	1417	0.6086029875172648	-0.1058122859606881	-0.2	4.085136358656015	gmtcustom
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	0.04821802604060741	0.1024659487019104	5060	5984.3	5423	0.0024679141487172775	1704	0.6889310228974667	-0.2724130566844726	-0.2	4.005305162701409	gmtcustom
GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	0.04821977138397032	0.1024659487019104	7170	4473.35	4037	0.0024680056107101223	1066	0.5516941732700124	-0.26025090317523664	-0.6	2.158581339826595	gmtcustom
GCM_DFFA	0.04824856422626439	0.10248924614251484	2870	5115.75	4146.5	0.002469514477634426	1070	0.5380524765973769	0.12108575457998294	0.2	2.8882096509994275	gmtcustom
GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_DN	0.0482460031515684	0.10248924614251484	8205	6229.55	5520	0.002469380264712673	1588	0.7295643169755343	-0.141172128522359	-0.2	3.4637837248362167	gmtcustom
GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	0.04825631255025655	0.10248924614251484	11645	5030.15	4765	0.0024699205300443595	177	0.9450622790131681	0.36284625566803697	0.2	5.3239359943585125	gmtcustom
REACTOME_CA_DEPENDENT_EVENTS	0.0482687601269571	0.1024975738360981	1105	6309.5	5013.5	0.002470572854271872	1101	0.6744198229408381	-0.2892958282968689	-0.2	3.62719868508686	gmtcustom
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_DN	0.04833032382647726	0.10261017709609381	8930	7164.8	8489	0.0024737992634904513	784	0.5588748983190234	0.3177165955949563	0.6	1.1292721587563586	gmtcustom
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN	0.04838119317078139	0.1027000393971328	1355	4714.05	5401.5	0.002476465356224773	348	0.7510728245859613	0.5407581949303126	0.6	4.495225132478263	gmtcustom
KEGG_PYRUVATE_METABOLISM	0.04843765777010602	0.10277339423863173	235	4037.8	3043	0.002479424858171884	233	0.848018834466521	-0.10428870009223583	-0.2	4.600842487881619	gmtcustom
PODAR_RESPONSE_TO_ADAPHOSTIN_UP	0.04842845975046788	0.10277339423863173	3110	4526.75	4122.5	0.0024789427472630635	1155	0.7352129627388388	-0.17837810066367416	-0.2	4.142915560214567	gmtcustom
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_DN	0.04844740389572277	0.10277339423863173	10270	6579.25	6603.5	0.0024799357026902844	1834	0.7599000215160185	0.8343519450037649	1	2.5668154347883263	gmtcustom
GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	0.04844994802015856	0.10277339423863173	10105	5135.75	5945.5	0.0024800690541415932	677	0.7496105214524201	-0.08740595637853106	-0.2	3.1033858486801122	gmtcustom
GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_DN	0.04851084631100894	0.10288441840237093	3585	4069	3224	0.002483261167132561	1426	0.6946442696366485	-0.2841268568477388	-0.6	3.6032712472587543	gmtcustom
GO_CELLULAR_RESPONSE_TO_LIPID	0.048523348723414066	0.1028927809144753	6335	5963.05	5635.5	0.0024839165315915924	677	0.7968392109389706	-0.4453518429788202	-0.6	3.977316664379074	gmtcustom
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	0.04861030005268789	0.10304209181632269	2070	4867.35	5460	0.0024884746631317427	678	0.9959601665923257	0.03573577147948655	-0.2	6.0367704445839765	gmtcustom
GSE20500_CTRL_VS_RETINOIC_ACID_TREATED_CD4_TCELL_UP	0.04861804662144945	0.10304209181632269	2660	6125.15	5839	0.002488880770193252	1428	0.6256190365229314	0.15448997567679051	0.2	3.071714179689088	gmtcustom
GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	0.0486194779787191	0.10304209181632269	5045	5535.1	5264	0.0024889558081844262	742	0.645774210738747	-0.10443032073548315	-0.2	3.029446425122257	gmtcustom
GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_UP	0.04864505957953209	0.1030781352380672	3625	4183.1	3851.5	0.002490296925364945	679	0.7440488672067229	-0.7283009097120601	-1	4.816775858821092	gmtcustom
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP	0.04872213380429155	0.1032050696848262	9465	4990.35	5433	0.0024943377540055127	419	0.7105851418429201	-0.7525502734650925	-1	3.6396413761482194	gmtcustom
GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	0.04872077688948983	0.1032050696848262	7495	7644.9	8151.5	0.0024942666113179283	1705	0.5419532763452948	-0.2815777842213534	-0.6	1.1817314709792457	gmtcustom
GU_PDEF_TARGETS_UP	0.04873576739188378	0.10321576106727184	7025	6435.9	5186	0.002495052564781897	2498	0.6529757558576395	-0.22470711362732795	-0.6	2.235524974380647	gmtcustom
GSE12707_AT16L1_HYPOMORPH_VS_WT_THYMUS_DN	0.04875677669032749	0.10322388386657744	6780	5258.95	4407.5	0.0024961541040954033	2500	0.561793872724713	-0.3122859845402828	-0.6	2.5060320607406896	gmtcustom
GO_DAMAGED_DNA_BINDING	0.048755056004362064	0.10322388386657744	1180	4865.9	4453	0.0024960638858761656	936	0.5768946220199926	-0.3622142113001645	-0.6	2.556914091118677	gmtcustom
GO_LEUKOCYTE_HOMEOSTASIS	0.0487864673031424	0.10326855493063475	6715	6864.1	7560	0.002497710853139413	1028	0.5354383426060265	0.5904939681485707	1	2.399989230237828	gmtcustom
GO_CELL_PROLIFERATION	0.048870775482366076	0.10339239564827925	4365	3241.75	3556	0.00250213158200931	73	0.8314540193254566	0.5844928189445808	0.6	5.653885036390317	gmtcustom
GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_DN	0.04886283731969824	0.10339239564827925	8455	6077.05	5229	0.0025017153257979904	1102	0.7896213041016955	-0.19811844167638548	-0.2	3.165353650217762	gmtcustom
GSE14308_TH2_VS_TH17_DN	0.04887038601921208	0.10339239564827925	11845	6030.2	4359	0.0025021111595167414	1609	0.5852752512066296	-0.6005264285425818	-1	2.5274302717793304	gmtcustom
GSE11057_CD4_CENT_MEM_VS_PBMC_UP	0.04891414160807221	0.10344772981538283	5205	6843.1	6434	0.002504405644971007	2441	0.6660608378946158	-0.5648556042665454	-1	1.7423828791619504	gmtcustom
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_DN	0.04891104296607483	0.10344772981538283	10575	4982	5098.5	0.002504243152966193	181	0.7825041709622033	-0.13613907952212262	-0.2	3.1208842366081204	gmtcustom
GO_POLYSOME	0.04892371686450791	0.10344978019846078	835	7034.05	7945.5	0.0025049077721817706	831	0.6532725524420708	-0.23017132590118144	-0.2	3.3614019469653966	gmtcustom
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.04897873496289803	0.10354790238990455	7725	7678.35	7151	0.002507793018725802	770	0.6163636629738881	0.652874813067501	1	2.7576136443380124	gmtcustom
GSE26030_TH1_VS_TH17_RESTIMULATED_DAY15_POST_POLARIZATION_DN	0.04902497322887116	0.10360921293675461	9625	7208.7	7335.5	0.0025102179579392877	2505	0.7086330571555292	-0.0955359670541038	-0.2	3.1101518635604744	gmtcustom
GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP	0.04901904289825993	0.10360921293675461	10365	7119.55	7339.5	0.0025099069389061847	1186	0.6500338988857787	0.30519554143702954	0.6	1.757916285076602	gmtcustom
GSE3982_NEUTROPHIL_VS_BCELL_DN	0.04903694568232457	0.1036162988305895	910	4757.15	4053	0.002510845864617526	909	0.7357027871522014	0.7212019461367257	1	3.504801869410183	gmtcustom
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP	0.0490663421611816	0.10366019316688295	11130	7697.2	8336.5	0.0025123876226942616	2375	0.6238827526014898	-0.6321944332284694	-1	1.2287772127910483	gmtcustom
GO_CELL_CELL_RECOGNITION	0.049098108883471284	0.1037090787011436	145	5613.3	5492.5	0.0025140537439068194	144	0.5215718005113659	0.4989103024208113	1	3.0646294668514114	gmtcustom
